"csvline","url","filename","local_path","encrypted","decrypt_pass","istagged","pages","toc","form","fields","tables","word_count","char_count","words_per_page","chars_per_word","image_count","%_img_per_page","ocr_risk","author","creator","producer","subject","title","text"
"29","https://www.rcmp-grc.gc.ca/nddb-bndg/form/6534e.pdf","6534e.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\6534e.pdf","ENCRYPTED","ENCRYPTED","TRUE","5","TOC FAILED: file has not been decrypted","FORMS: file has not been decrypted","FIELDS: file has not been decrypted","NOT RUN","File has not been decrypted :: TEXT sample failed!!","File has not been decrypted :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","3","100.0","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'PdfFileReader' object has no attribute 'author'","CREATOR: 'PdfFileReader' object has no attribute 'creator'","PRODUCER: 'PdfFileReader' object has no attribute 'producer'","SUBJECT: 'PdfFileReader' object has no attribute 'subject'","TITLE: 'PdfFileReader' object has no attribute 'title'","File has not been decrypted :: TEXT sample failed!!"
"30","https://www.rcmp-grc.gc.ca/nddb-bndg/form/5-09-eng.pdf","5-09-eng.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\5-09-eng.pdf","FALSE","NA","TRUE","1","FALSE","FALSE","0","NOT RUN","1","4","1.0","4.0","0","200.0","4","b'RCMP-GRC'","b'Microsoft\xc2\xae Office Word 2007'","b'Microsoft\xc2\xae Office Word 2007'","NULL","NULL","[ PAGE 1 START ]  \n'[ PAGE 1 END ]"
"31","https://www.rcmp-grc.gc.ca/nddb-bndg/form/3801-eng.pdf","3801-eng.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\3801-eng.pdf","ENCRYPTED","ENCRYPTED","TRUE","2","TOC FAILED: file has not been decrypted","FORMS: file has not been decrypted","FIELDS: file has not been decrypted","NOT RUN","File has not been decrypted :: TEXT sample failed!!","File has not been decrypted :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","3","250.0","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'PdfFileReader' object has no attribute 'author'","CREATOR: 'PdfFileReader' object has no attribute 'creator'","PRODUCER: 'PdfFileReader' object has no attribute 'producer'","SUBJECT: 'PdfFileReader' object has no attribute 'subject'","TITLE: 'PdfFileReader' object has no attribute 'title'","File has not been decrypted :: TEXT sample failed!!"
"32","https://www.rcmp-grc.gc.ca/nddb-bndg/form/6533e.pdf","6533e.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\6533e.pdf","ENCRYPTED","ENCRYPTED","TRUE","5","TOC FAILED: file has not been decrypted","FORMS: file has not been decrypted","FIELDS: file has not been decrypted","NOT RUN","File has not been decrypted :: TEXT sample failed!!","File has not been decrypted :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","3","100.0","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'PdfFileReader' object has no attribute 'author'","CREATOR: 'PdfFileReader' object has no attribute 'creator'","PRODUCER: 'PdfFileReader' object has no attribute 'producer'","SUBJECT: 'PdfFileReader' object has no attribute 'subject'","TITLE: 'PdfFileReader' object has no attribute 'title'","File has not been decrypted :: TEXT sample failed!!"
"33","https://www.rcmp-grc.gc.ca/nddb-bndg/form/vi-vdi-guide-eng.pdf","vi-vdi-guide-eng.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\vi-vdi-guide-eng.pdf","FALSE","NA","TRUE","7","TRUE","FALSE","0","NOT RUN","3243","19647","463.2857142857143","6.058279370952821","12","200.0","0","NULL","b'Acrobat PDFMaker 11 for Word'","b'Adobe PDF Library 11.0'","NULL","NULL","[ PAGE 1 START ]   FORENSIC SCIENCE\n AND\n IDENTIFICATION SERVICES\n         201\n8-03-06 Guide to the Victims Index and Voluntary Donors Index \nof the National DNA Data Bank\n of Canada\n  Issued under the \nauthority of\n The Officer in Charge  National DNA Data Bank of Canada\n     \n   '[ PAGE 1 END ][ PAGE 2 START ]  Guide to the Victims Index and Voluntary Donors Index \nof the National DNA Data Bank\n of Canada\n   Version \n1.0\n Effective Date: 201\n8-03-06 Page \n2 of \n7  TABLE OF \nCONTENT\nS 1 GENERAL\n ....................................................................................................................................................... 3 2 BACKGROUND\n ............................................................................................................................................... 3 3 VOLUNTARY PART\nICIPATION\n ......................................................................................................................... 3 4 SAMPLE COLLECTION AN\nD CONSENT\n ............................................................................................................ 4 5 THE PROCESSING OF BI\nOLOGICAL SAMPLES\n .................................................................................................. 4 6 SUBMITTING DNA PROFI\nLES TO THE NDDB\n ................................................................................................... 5 7 DNA PROFILES RECEIVE\nD AT THE NDDB\n......................................................................................................... 5 8 ENTRY AND COMPARISON\n OF DNA PROFILES\n................................................................................................ 5 9 MATCH NOTIFICATION\n .................................................................................................................................. 6 10 WITHD\nRAWAL AND EXPIRY OF \nDNA PROFILES\n .............................................................................................. 6 11 COMMITMENT TO PRIVAC\nY .......................................................................................................................... 7    '[ PAGE 2 END ][ PAGE 3 START ]  Guide to the Victims Index and Voluntary Donors Index \nof the National DNA Data Bank\n of Canada\n   Version \n1.0\n Effective Date: 201\n8-03-06 Page \n3 of \n7  1 GENERAL\n This guide contains general information regarding the collection and submission of biological samples \nfrom \nvictims \nof \ncrime \nand \nvoluntary \ndonors\n  as well as\n the entry of the \nresulting \nDNA profiles into the \nNational \nDNA Data Bank.\n 2 BACK\nGROUND\n The RCMP is the steward of the N\national DNA Data Bank (N\nDDB\n) on behalf of the Government of \nCanada\n. The NDDB \noperates \nfor the benefit of the entire law enforcement community within Canada. \nIn \n2014\n  the Government of Canada \namended \nthe \nDNA Identification Act\n to establish \nfive new \nDNA \nindexes\n in the NDDB\n: the \nVictims Index (VI)  the \nVoluntary Donors Index (VDI)  the Missing Persons Index\n (MPI)\n  \nthe \nHuman Remains Index\n (HRI)\n and \nthe \nRelatives of Missing Persons Index\n (RMI)\n. The\n MPI  HRI and RMI \nwere created for \nthe \nhumanitarian purposes\n of investigating missing persons and human \nremains\n (refer \nto \nthe \nInvestigator\xe2\x84\xa2s Guide to the National Missing Persons DNA Program\n). The \nVI may be \nused \nin the \ninvestigation of designated criminal \noffences\n  and the \nVDI may be \nused \nto assist \nin \nboth criminal and \nhumanitarian investigations.\n  \nThe \nVI contains DNA profiles from victim\ns of designated offence\ns who have \nvoluntarily provided \nbiological sample\ns for the purpose of having their DNA profile add\ned to the \nVI. \nIf victim\ns of designated \noffence\ns are unidentified  deceased or unable to consent to submitting their bodily substance\n  or if their \nwhereabouts are unknown  their DNA profile may be obtained from \ntheir remains (if deceased)  \ntheir \npersonal ef\nfects\n  or from any place associated with the commission of the designated offence.\n In a \nsituation where a\n body is \nfound\n at one site wh\nen police know the murder took place at another site\n  an \ninvestigator might request to have the victim\xe2\x84\xa2s DNA profile entered into the VI in an attempt to link the \n\nbody to the crime scene through the NDDB.  \n  The \nVDI\n contains DNA profiles from individuals  other than victim\ns of designated offence\ns  \nwho \nhave \nvoluntarily \nprovided \nbiological samples for the purpose of having their DNA profile added to the index  \nwhere their profile may be relevant to an investigation of a designated offence\n  a missing person\n  or \nhuman remains.\n For example  a police officer concer\nned that their\n personal\n profile may be present\n through contamination\n in \nthe \nCSI of the NDDB\n may provide their biological sample to have their DNA \nprofile entered into the VDI and compared to all other profiles in the NDDB.\n   3 VOLUNTARY\n PARTICIPATION \n Submission of \na biological sample \nfor the VI \nor \nVDI\n is voluntary. \nThere is no obligation for a victim of a \ndesignated offence or for any other individual\n to provide a biological sample\n for the \ndevelopment of a \nDNA profile for the NDDB\n. The\n NDDB will not \naccept\n a DNA profile \nfor inclusion \ninto the VI or VDI \nwithout the proper written consent \nfrom \neach person donating a sample for submission \ninto either of \nthese \nindexes\n. If \na victim of \na designated offence \ncannot be found  \nis \nunidentified  \nis \ndeceased\n  or \nis \notherwise \nunable to consent to submitting \na biological\n sample\n  their DNA profile may be obtained \nby the \ninvestigator \nfrom their remains  their personal effects\n  or from any place associated with the \ncommission of the designated offence.\n '[ PAGE 3 END ][ PAGE 4 START ]  Guide to the Victims Index and Voluntary Donors Index \nof the National DNA Data Bank\n of Canada\n   Version \n1.0\n Effective Date: 201\n8-03-06 Page \n4 of \n7  Other general co\nnsiderations:\n  The investigator must assess whether the donor understand\ns the purpose for providing \na biological \nsample\n  as well as\n what will be done with that sample and the associated\n DNA profile developed \nfrom it.\n  If the donor is under the age of 18  con\nsent \nmay\n be provided by a parent/\nlegal \nguardian. The donor \nwill have the opportunity to provide their own consent \nwithin one year \nafter they reach the age of 18 \nif they decide to have their DNA profile remain in the \nNDDB.\n  Investigators are encouraged to \nread and familiarize themselves with the appropriate consent forms.\n  4 SAMPLE COLLECTION AN\nD CONSENT\n A criminal \ninvestigation \nmay lead to the submission of\n a DNA profile to the NDDB \nwhen\n a victim \nof a \ndesignated offence \nor an individual voluntarily donates their DNA. \nThe\n developed \nVI or \nVDI profile will \nbe submitted \nto the NDDB \nby \na public forensic \nlaboratory \nthat\n has \nauthorized access to CODIS\n (Combined DNA Index System\n)  the software \nused to retain and \ncompare\n DNA profiles\n. These \nauthorized \nlaboratories are\n: the \nCentre of Forensic Sciences in Toronto and Sault Ste. Marie\n; the \nLaboratoire de \nsciences judiciaires et de m\xc3\xa9decine l\xc3\xa9gale in Montreal\n; and the RCMP\n\xe2\x84\xa2s\n National Forensic Laboratory \nServices in Vancouver \n Edmonton and Ottawa. \n Investigators must collect \na biological sample \nand\n written \nconsent\n for\n each \nvoluntary \ndonor\n. The \nconsent may be obtained after the initial analysis of the \nbiological \nsamples \nby \nthe public forensic \nlaboratory\n  but \nthe consent \nmust be \nobtained\n before\n any DNA profile from a victim or voluntary donor\n is \nsubmitted \nto the NDDB\n. The consent must be obtained on the form entitled \xef\xac\x81\nNational DNA Data Bank \nConsent\n to Provide \nBiological S\namples\n \xc5\x92 Consent for a Voluntary Donor\n\xef\xac\x82 or \n\xef\xac\x81National DNA Dat\na Bank \nConsent to Provide Biological Samples \n\xc5\x92 Consent for a \nVictim\n\xef\xac\x82. Otherwise  the DNA profile derived \nfrom the \ncollected biological \nsample \nwill not be accepted \nfor entry into the VI or VDI\n by the NDDB\n. If \nthe \nvictim of \nthe \ndesignated offence \nis \nunidentified  deceased\n  unable to consent to submitting their bodily \nsubstance\n  or if their whereabouts are unknown  their DNA profile may be obtained from their remains  \ntheir personal effects\n  or from any place associated with the commission of the desig\nnated offence.\n Circumstances may arise where a DNA profile \nhas been previously developed from a victim or volunteer \ndonor \nby a public forensic laboratory for a\n criminal investigation\n prior to the \namendments to the \nDNA \nIdentification Act\n and the establishme\nnt of \nthe \nVI and VDI indexes in the NDDB.\n In such cases\n  an existing \nVI or\n VDI \nDNA profile\n can\n be \nentered into\n the \nNDDB \nso long as\n written \nconsent\n is obtained from the \ndonor\n. One of the\n above noted \nconsent \nform\ns must\n be used.\n  5 THE \nPROCESSING \nOF BIOLOGICAL \nSAMPLES\n A biological \nsample collected from \na victim \nor a \nvoluntary donor as part of a criminal investigation \nmust \nbe sent to \none of the CODIS participating\n public forensic laborator\nies \n(as \nnoted above\n) to develop\n the \nDNA profile. These submissions will fol\nlow the same protocols in place for \nthe submission of \nDNA \nprofiles derived \nfrom crime scene\n samples\n. The public forensic laborator\nies are\n accredited for this type \nof DNA analysis and \nwill make the\n request \nto enter the resulting\n DNA\n profile \ninto the VI or V\nDI index \nof\n the NDDB\n as \nappropriate\n. '[ PAGE 4 END ]"
"34","https://www.rcmp-grc.gc.ca/nddb-bndg/form/3907-eng.pdf","3907-eng.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\3907-eng.pdf","ENCRYPTED","ENCRYPTED","TRUE","1","TOC FAILED: file has not been decrypted","FORMS: file has not been decrypted","FIELDS: file has not been decrypted","NOT RUN","File has not been decrypted :: TEXT sample failed!!","File has not been decrypted :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","1","300.0","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'PdfFileReader' object has no attribute 'author'","CREATOR: 'PdfFileReader' object has no attribute 'creator'","PRODUCER: 'PdfFileReader' object has no attribute 'producer'","SUBJECT: 'PdfFileReader' object has no attribute 'subject'","TITLE: 'PdfFileReader' object has no attribute 'title'","File has not been decrypted :: TEXT sample failed!!"
"35","https://www.rcmp-grc.gc.ca/dnaac-adncc/rules-regle-procedure-eng.pdf","rules-regle-procedure-eng.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\rules-regle-procedure-eng.pdf","FALSE","NA","FALSE","12","FALSE","FALSE","0","NOT RUN","3281","19491","273.4166666666667","5.940566900335264","0","8.333333333333332","0","b'Kevin Michael Fowler'","b'C:\\dna_ac\\rulesofprocedure.dat'","b'Acrobat PDFWriter 4.0 for Windows'","NULL","b'C:\\dna_ac\\rulesofprocedure.PDF'","[ PAGE 1 START ]    DNA DATA BANK ADVISORY COMMITTEE RULES OF PROCEDUREInterpretation1. (1) The definitions in this subrule apply in these Rules.Act means the DNA Identification Act.\xef\xac\x81Committee\xef\xac\x82 means the DNA Data Bank Advisory Committee.\n\xef\xac\x81Decide\xef\xac\x82 or \xef\xac\x81decision\xef\xac\x82 means any finding or recommendation made by the Committee.intervenor\xef\xac\x82 means a person who is permitted to intervene at a public consultation under rule 17.Participant means any person whom the committee invites as a participant or permits as anintervenor in the proceeding in relation to a matter being considered by the committee in the publicinterest;   \xef\xac\x81RCMP\xef\xac\x82 means the Royal Canadian Mounted Police;  \xef\xac\x81Regulations\xef\xac\x82 means the DNA Data Bank Advisory Committee Regulations;  (2) For greater certainty  document includes information stored by electronic means.PART 1GENERALApplication  Officers and Employees of the RCMP  Quorum2.(1) This Part applies in respect of the following proceedings: (a) an opportunity to be heard as requested by a member or employee of the RCMP;(b) an opportunity to be heard as requested by a public or private agency or a member of thepublic;(c) proceedings conducted by the Committee on its own initiative;'[ PAGE 1 END ][ PAGE 2 START ] (d) a public consultation conducted by the Committee;(2) The Committee may permit or request employees of the RCMP to participate in a proceedingunder these Rules in such manner  including presenting information and submissions orally or in\nwriting  questioning participants and responding to questions and submissions  as will enable the\nCommittee to decide the matter in a fair  informal and expeditious manner.(3) For the purposes of proceedings before the Committee under these Rules  the number ofmembers of the Committee that constitutes a quorum shall be five members;Varying Rules3.(1) The Committee may vary or supplement any of these Rules  in order to ensure that a proceeding\nbe dealt with as informally and expeditiously as the circumstances and the considerations of fairness\npermit.(2) Any procedural matter that arises in the course of a proceeding that is not provided for in these\nRules shall be dealt with by the Committee as informally and expeditiously as the circumstances\nand the considerations of fairness permit.Defect in Form or Procedure4. No proceeding is invalid  in whole or part  by reason only of a defect in form or failure to follow a\nprocedure that is set out in these Rules  where the defect or failure does not result in any material harm\nto a relevant interest.Waiver of Rules5.(1) Any participant may waive any procedural right that is granted to the participant under these\nRules.(2) In the absence of proof to the contrary  where any participant fails to take advantage of aprocedural right granted under these Rules  the participant is deemed to have waived that right.Time Limits6. Where these Rules indicate that a time limit in to be specified in an order of the Committee or a\nnotice of the Committee  the time limit specified shall provide for as informal and expeditious a\nproceeding as the circumstances and the considerations of fairness permit.Transmitting Documents 7.(1) Unless otherwise provided by these Rules  any giving  sending  notifying  serving or filing that is'[ PAGE 2 END ][ PAGE 3 START ] required or permitted under these Rules may be done(a) by hand  ordinary mail  registered mail or courier;(b) by facsimile  if the recipient is able to receive the information in that manner; or\n(c) by any other method that is agreed to by the recipient.\n(2) A document that is sent by facsimile must include the following information:(a)  the name  address and telephone and facsimile numbers of the sender;\n(b) the date and time of the transmission;\n(c) the total number of pages transmitted;\n(d) the name  address and telephone and facsimile numbers of the recipient; and\n(e) the name  address and telephone and facsimile numbers of a person to contact if transmissionproblems occur.Filing8.(1) Subject to subrule (2)  a document that is required to be filed under these Rules shall be filed at\nthe office of the Chairperson.(2) During a proceeding  a document may be filed with the presiding member of the Committee who ishearing or considering the matter.(3) In the absence of proof to the contrary  the date of filing is the date on which the document isreceived by the Committee  as indicated(a) by the date stamped on the document by an employee of the office that supports the Committee \nin the case of a document that is filed in accordance with paragraph 7(1)(a); and(b) by the date that appears on the covering page of the facsimile as processed by the receivingfacsimile machine of the Committee  in the case of a document that is filed by facsimile.Official Languages9.(1) Subject to subrule (2)  all documents given to the Committee must be in at least one official\nlanguage.'[ PAGE 3 END ][ PAGE 4 START ] (2) A person may give a document in a language other than an official language if  at the same time the person gives a translation of the document in at least one official language  and an affidavit of the\ntranslator attesting to the accuracy of the translation.Confidentiality10 (1) Subject to subrule (2)  in any proceeding  the Committee  as the case may be  may take\nmeasures under subrule (3) to protect information if(a) the information involves national security;(b) the information is confidential information of a financial  commercial  scientific  technical  personal or other nature that is treated consistently as confidentialand the person affected has not consented to the disclosure;  (c) disclosure of the information is likely to endanger the life  liberty or security of a person; or    (d) disclosure of the information may jeopardize an investigation or reveal investigational techniques.  (2) The Committee may take the measures referred to in subrule (3) if    (a) protection of the information outweighs in importance the public interest in public consultationand disclosure of information; and (b) the measures are designed so as not to affect the public nature of the proceeding except to theextent necessary to adequately protect the information.      (3) The measures that the Committee may take include requiring that(a) the proceeding or part of the proceeding take place in private  to the exclusion of members of\nthe public  other than the participants;(b) the publication of information given to the Committee be restricted or prohibited; and\n(c) the disclosure of information given or received by the Committee be prohibited or restricted tosome or all of the participants.Invitations11.(1) In the case of a public consultation that is conducted by the Committee  a participant may\nrequest the Committee to issue an invitation by submitting a request in writing before the start of the\nproceeding or an oral request at the proceeding  but in any case as soon as the circumstances giving\nrise to the request become known to the participant.'[ PAGE 4 END ]"
"36","https://www.rcmp-grc.gc.ca/dnaac-adncc/bl-ra-eng.pdf","bl-ra-eng.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\bl-ra-eng.pdf","FALSE","NA","FALSE","2","FALSE","FALSE","0","NOT RUN","531","3076","265.5","5.792843691148776","0","50.0","0","b'Kevin Michael Fowler'","b'C:\\dna_ac\\Bylaws1.dat'","b'Acrobat PDFWriter 4.0 for Windows'","NULL","b'C:\\dna_ac\\Bylaws1.PDF'","[ PAGE 1 START ] DNA DATA BANK ADVISORY COMMITTEE BY-LAWSINTERPRETATION1. The definitions in this section apply in these By-laws.Act means the DNA Identification Act.  Chairperson means the Chairperson of the Committee appointed under section 3 of the Regulations.\n\xef\xac\x81Committee\xef\xac\x82 means the DNA Data Bank Advisory Committee.\n\xef\xac\x81Decision\xef\xac\x82 means any finding or recommendation made by the Committee.\nmeeting means a meeting of the members of the Committee.\nmember means a member of the Commission appointed under section 3 of the Regulations. \n\xef\xac\x81RCMP\xef\xac\x82 means the Royal Canadian Mounted Police;\n\xef\xac\x81Regulations\xef\xac\x82 means the DNA Data Bank Advisory Committee Regulations made pursuant to the Act.APPLICATION2. These By-laws apply to the management and conduct of the affairs of the Committee and to theprocedures to be followed in proceedings other than those prescribed in the DNA Data BankAdvisory Committee Rules of Procedure.SIGNING OFFICERS3. If the Chairperson is absent or incapacitated or the office of Chairperson is vacant and the\nCommissioner has not designated a replacement under section 3 of the Regulations  the Vice-\nChairperson or  in the absence of the Vice-Chairperson a member of the Committee elected by a\nquorum of the members present to preside over a meeting  shall sign any decision or other instrument\nauthorized to be issued or made by the Committee.MEETINGS AND DECISIONS4. Meetings are convened by the Committee or by the Chairperson and are held at any time and place\nthat the convenor determines.         5. Meetings are held in public or in closed session.'[ PAGE 1 END ][ PAGE 2 START ] 6. Notice of the time and place of a meeting shall be given to each member  and if the meeting is to beheld in public  the notice shall be published in the manner that the Committee determines.7. When urgent matters of business require it  a meeting may be convened without prior notice.\n8. If a meeting is to be held in public  the Chairperson shall make the meeting agenda publicly availableat least 30 days before the meeting.9. Failure to give proper or any notice of a meeting does not invalidate the meeting.\n10. A meeting may be adjourned from time to time and from place to place  and those in attendanceshall be notified of the time and place the meeting will be reconvened.11. A member who participates at a meeting or in a decision of the Committee is deemed to have votedin the affirmative on any decision or action taken  or resolution or vote passed  unless the member\nenters a dissent or an abstention on the record.12. The record of every meeting shall be approved at the next meeting. \n13. If a meeting in held in public  the approved record of the meeting shall be made publicly available in\nthe manner that the Committee determines.QUORUM14. Quorum for a meeting of the Committee is five members.COMING IN FORCE15. These By-laws come into force on the day on which they are made by the Committee. These By-\nlaws may be amended at such time and in such manner as determined by the Committee.'[ PAGE 2 END ]"
"37","https://www.rcmp-grc.gc.ca/wam/media/1247/original/3342dece1232074e248be9c398516861.pdf","3342dece1232074e248be9c398516861.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\3342dece1232074e248be9c398516861.pdf","ENCRYPTED","ENCRYPTED","TRUE","3","TOC FAILED: file has not been decrypted","FORMS: file has not been decrypted","FIELDS: file has not been decrypted","NOT RUN","File has not been decrypted :: TEXT sample failed!!","File has not been decrypted :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","1","100.0","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'PdfFileReader' object has no attribute 'author'","CREATOR: 'PdfFileReader' object has no attribute 'creator'","PRODUCER: 'PdfFileReader' object has no attribute 'producer'","SUBJECT: 'PdfFileReader' object has no attribute 'subject'","TITLE: 'PdfFileReader' object has no attribute 'title'","File has not been decrypted :: TEXT sample failed!!"
"38","https://www.rcmp-grc.gc.ca/wam/media/2255/original/ce22036ae7ad56651e94fb9a949c8793.pdf","ce22036ae7ad56651e94fb9a949c8793.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\ce22036ae7ad56651e94fb9a949c8793.pdf","ENCRYPTED","ENCRYPTED","TRUE","2","TOC FAILED: file has not been decrypted","FORMS: file has not been decrypted","FIELDS: file has not been decrypted","NOT RUN","File has not been decrypted :: TEXT sample failed!!","File has not been decrypted :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","3","250.0","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'PdfFileReader' object has no attribute 'author'","CREATOR: 'PdfFileReader' object has no attribute 'creator'","PRODUCER: 'PdfFileReader' object has no attribute 'producer'","SUBJECT: 'PdfFileReader' object has no attribute 'subject'","TITLE: 'PdfFileReader' object has no attribute 'title'","File has not been decrypted :: TEXT sample failed!!"
"39","https://www.rcmp-grc.gc.ca/wam/media/1112/original/1f6d633bdeacd5ae4b5e1aea5b5c4ee4.pdf","1f6d633bdeacd5ae4b5e1aea5b5c4ee4.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\1f6d633bdeacd5ae4b5e1aea5b5c4ee4.pdf","ENCRYPTED","ENCRYPTED","TRUE","2","TOC FAILED: file has not been decrypted","FORMS: file has not been decrypted","FIELDS: file has not been decrypted","NOT RUN","File has not been decrypted :: TEXT sample failed!!","File has not been decrypted :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","1","150.0","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'PdfFileReader' object has no attribute 'author'","CREATOR: 'PdfFileReader' object has no attribute 'creator'","PRODUCER: 'PdfFileReader' object has no attribute 'producer'","SUBJECT: 'PdfFileReader' object has no attribute 'subject'","TITLE: 'PdfFileReader' object has no attribute 'title'","File has not been decrypted :: TEXT sample failed!!"
"40","https://www.rcmp-grc.gc.ca/wam/media/1103/original/966ef499b494b65826a3e96511234d4f.pdf","966ef499b494b65826a3e96511234d4f.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\966ef499b494b65826a3e96511234d4f.pdf","ENCRYPTED","ENCRYPTED","TRUE","1","TOC FAILED: file has not been decrypted","FORMS: file has not been decrypted","FIELDS: file has not been decrypted","NOT RUN","File has not been decrypted :: TEXT sample failed!!","File has not been decrypted :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","1","300.0","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'PdfFileReader' object has no attribute 'author'","CREATOR: 'PdfFileReader' object has no attribute 'creator'","PRODUCER: 'PdfFileReader' object has no attribute 'producer'","SUBJECT: 'PdfFileReader' object has no attribute 'subject'","TITLE: 'PdfFileReader' object has no attribute 'title'","File has not been decrypted :: TEXT sample failed!!"
"41","https://www.rcmp-grc.gc.ca/wam/media/2149/original/6cb6a1811dcc22473e06a1d8b103e794.pdf","6cb6a1811dcc22473e06a1d8b103e794.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\6cb6a1811dcc22473e06a1d8b103e794.pdf","ENCRYPTED","ENCRYPTED","TRUE","6","TOC FAILED: file has not been decrypted","FORMS: file has not been decrypted","FIELDS: file has not been decrypted","NOT RUN","File has not been decrypted :: TEXT sample failed!!","File has not been decrypted :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","3","83.33333333333334","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'PdfFileReader' object has no attribute 'author'","CREATOR: 'PdfFileReader' object has no attribute 'creator'","PRODUCER: 'PdfFileReader' object has no attribute 'producer'","SUBJECT: 'PdfFileReader' object has no attribute 'subject'","TITLE: 'PdfFileReader' object has no attribute 'title'","File has not been decrypted :: TEXT sample failed!!"
"42","https://www.rcmp-grc.gc.ca/wam/media/2365/original/87d0d16d364d247269ddc94564b1feab.pdf","87d0d16d364d247269ddc94564b1feab.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\87d0d16d364d247269ddc94564b1feab.pdf","ENCRYPTED","ENCRYPTED","TRUE","2","TOC FAILED: file has not been decrypted","FORMS: file has not been decrypted","FIELDS: file has not been decrypted","NOT RUN","File has not been decrypted :: TEXT sample failed!!","File has not been decrypted :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","3","250.0","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'PdfFileReader' object has no attribute 'author'","CREATOR: 'PdfFileReader' object has no attribute 'creator'","PRODUCER: 'PdfFileReader' object has no attribute 'producer'","SUBJECT: 'PdfFileReader' object has no attribute 'subject'","TITLE: 'PdfFileReader' object has no attribute 'title'","File has not been decrypted :: TEXT sample failed!!"
