"test","browser","url","score","title","description"
"axe","CHROME","https://www.air.org/system/files/downloads/report/Hidden-Market-Spending-Power-of-People-with-Disabilities-April-2018.pdf","0","Page must contain a level-one heading","Ensure that the page, or at least one of its frames contains a level-one heading"
"axe","CHROME","https://youtu.be/AtsX0dPCG_4","0","ARIA role must be appropriate for the element","Ensures role attribute has an appropriate value for the element"
"axe","CHROME","https://youtu.be/AtsX0dPCG_4","0","IDs of active elements must be unique","Ensures every id attribute value of active elements is unique"
"axe","CHROME","https://youtu.be/AtsX0dPCG_4","0","id attribute value must be unique","Ensures every id attribute value is unique"
"axe","CHROME","https://youtu.be/AtsX0dPCG_4","0","Page must contain a level-one heading","Ensure that the page, or at least one of its frames contains a level-one heading"
"axe","CHROME","https://www.deque.com/company/our-team/","0","ARIA role must be appropriate for the element","Ensures role attribute has an appropriate value for the element"
"axe","CHROME","https://www.deque.com/company/our-team/","0","Form elements must have labels","Ensures every form element has a label"
"axe","CHROME","https://www.deque.com/company/our-team/","0","Page must not have more than one banner landmark","Ensures the page has at most one banner landmark"
"axe","CHROME","https://www.deque.com/company/our-team/","0","The skip-link target should exist and be focusable","Ensure all skip links have a focusable target"
"axe","CHROME","https://www.deque.com/wp-content/uploads/2019/06/Deque-Overview-6-15-18-BR-2-Web.pdf","0","Documents must have <title> element to aid in navigation","Ensures each HTML document contains a non-empty <title> element"
"axe","CHROME","https://www.deque.com/wp-content/uploads/2019/06/Deque-Overview-6-15-18-BR-2-Web.pdf","0","<html> element must have a lang attribute","Ensures every HTML document has a lang attribute"
"axe","CHROME","https://www.deque.com/wp-content/uploads/2019/06/Deque-Overview-6-15-18-BR-2-Web.pdf","0","Page must have one main landmark","Ensures the page has only one main landmark and each iframe in the page has at most one main landmark"
"axe","CHROME","https://www.deque.com/wp-content/uploads/2019/06/Deque-Overview-6-15-18-BR-2-Web.pdf","0","Page must contain a level-one heading","Ensure that the page, or at least one of its frames contains a level-one heading"
"axe","CHROME","https://github.com/dequelabs/axe-android","0","ARIA role must be appropriate for the element","Ensures role attribute has an appropriate value for the element"
"axe","CHROME","https://github.com/dequelabs/axe-android","0","Elements must have sufficient color contrast","Ensures the contrast between foreground and background colors meets WCAG 2 AA contrast ratio thresholds"
"axe","CHROME","https://github.com/dequelabs/axe-android","0","Heading levels should only increase by one","Ensures the order of headings is semantically correct"
"axe","CHROME","https://github.com/dequelabs/axe-android","0","The skip-link target should exist and be focusable","Ensure all skip links have a focusable target"
"axe","CHROME","https://cdn2.hubspot.net/hubfs/153358/Deque-COVID-19-Report.pdf","0","Documents must have <title> element to aid in navigation","Ensures each HTML document contains a non-empty <title> element"
"axe","CHROME","https://cdn2.hubspot.net/hubfs/153358/Deque-COVID-19-Report.pdf","0","<html> element must have a lang attribute","Ensures every HTML document has a lang attribute"
"axe","CHROME","https://cdn2.hubspot.net/hubfs/153358/Deque-COVID-19-Report.pdf","0","Page must have one main landmark","Ensures the page has only one main landmark and each iframe in the page has at most one main landmark"
"axe","CHROME","https://cdn2.hubspot.net/hubfs/153358/Deque-COVID-19-Report.pdf","0","Page must contain a level-one heading","Ensure that the page, or at least one of its frames contains a level-one heading"
"axe","CHROME","https://www.deque.com/wp-content/dquploads/CSUN_conf_handout-accessible.pdf","0","Documents must have <title> element to aid in navigation","Ensures each HTML document contains a non-empty <title> element"
"axe","CHROME","https://www.deque.com/wp-content/dquploads/CSUN_conf_handout-accessible.pdf","0","<html> element must have a lang attribute","Ensures every HTML document has a lang attribute"
"axe","CHROME","https://www.deque.com/wp-content/dquploads/CSUN_conf_handout-accessible.pdf","0","Page must have one main landmark","Ensures the page has only one main landmark and each iframe in the page has at most one main landmark"
"axe","CHROME","https://www.deque.com/wp-content/dquploads/CSUN_conf_handout-accessible.pdf","0","Page must contain a level-one heading","Ensure that the page, or at least one of its frames contains a level-one heading"
"axe","CHROME","https://github.com/microsoft/axe-windows","0","ARIA role must be appropriate for the element","Ensures role attribute has an appropriate value for the element"
"axe","CHROME","https://github.com/microsoft/axe-windows","0","Elements must have sufficient color contrast","Ensures the contrast between foreground and background colors meets WCAG 2 AA contrast ratio thresholds"
"axe","CHROME","https://github.com/microsoft/axe-windows","0","Heading levels should only increase by one","Ensures the order of headings is semantically correct"
"axe","CHROME","http://denisboudreau.org/presentations/2017/CSUN/Design-trends/dboudreau-csun-20170301-final.pdf","0","Documents must have <title> element to aid in navigation","Ensures each HTML document contains a non-empty <title> element"
"axe","CHROME","http://denisboudreau.org/presentations/2017/CSUN/Design-trends/dboudreau-csun-20170301-final.pdf","0","<html> element must have a lang attribute","Ensures every HTML document has a lang attribute"
"axe","CHROME","http://denisboudreau.org/presentations/2017/CSUN/Design-trends/dboudreau-csun-20170301-final.pdf","0","Page must have one main landmark","Ensures the page has only one main landmark and each iframe in the page has at most one main landmark"
"axe","CHROME","http://denisboudreau.org/presentations/2017/CSUN/Design-trends/dboudreau-csun-20170301-final.pdf","0","Page must contain a level-one heading","Ensure that the page, or at least one of its frames contains a level-one heading"
"axe","CHROME","https://cdn2.hubspot.net/hubfs/153358/Nucleus-The%20Internet%20is%20unavailable.pdf","0","Documents must have <title> element to aid in navigation","Ensures each HTML document contains a non-empty <title> element"
"axe","CHROME","https://cdn2.hubspot.net/hubfs/153358/Nucleus-The%20Internet%20is%20unavailable.pdf","0","<html> element must have a lang attribute","Ensures every HTML document has a lang attribute"
"axe","CHROME","https://cdn2.hubspot.net/hubfs/153358/Nucleus-The%20Internet%20is%20unavailable.pdf","0","Page must have one main landmark","Ensures the page has only one main landmark and each iframe in the page has at most one main landmark"
"axe","CHROME","https://cdn2.hubspot.net/hubfs/153358/Nucleus-The%20Internet%20is%20unavailable.pdf","0","Page must contain a level-one heading","Ensure that the page, or at least one of its frames contains a level-one heading"
"axe","CHROME","https://play.google.com/store/apps/details?id=com.deque.axe.android","0","ARIA role must be appropriate for the element","Ensures role attribute has an appropriate value for the element"
"axe","CHROME","https://play.google.com/store/apps/details?id=com.deque.axe.android","0","Required ARIA attributes must be provided","Ensures elements with ARIA roles have all required ARIA attributes"
"axe","CHROME","https://play.google.com/store/apps/details?id=com.deque.axe.android","0","Elements must have sufficient color contrast","Ensures the contrast between foreground and background colors meets WCAG 2 AA contrast ratio thresholds"
"axe","CHROME","https://play.google.com/store/apps/details?id=com.deque.axe.android","0","<li> elements must be contained in a <ul> or <ol>","Ensures <li> elements are used semantically"
"axe","CHROME","https://play.google.com/store/apps/details?id=com.deque.axe.android","0","All page content must be contained by landmarks","Ensures all page content is contained by landmarks"
"axe","CHROME","https://twitter.com/intent/tweet/?text=In+a+lot+of+ways%2C+accessibility+is+talked+about+and+practiced+as+if+it+is+a+hydra+dragon.+Every+time+you+think+you’ve+made+an…&url=https%3A%2F%2Fwww.deque.com%2Fblog%2Faccessibility-in-agile-transformational-practices%2F","0","ARIA role must be appropriate for the element","Ensures role attribute has an appropriate value for the element"
"axe","CHROME","https://twitter.com/intent/tweet/?text=In+a+lot+of+ways%2C+accessibility+is+talked+about+and+practiced+as+if+it+is+a+hydra+dragon.+Every+time+you+think+you’ve+made+an…&url=https%3A%2F%2Fwww.deque.com%2Fblog%2Faccessibility-in-agile-transformational-practices%2F","0","ARIA attributes must conform to valid values","Ensures all ARIA attributes have valid values"
"axe","CHROME","https://twitter.com/intent/tweet/?text=In+a+lot+of+ways%2C+accessibility+is+talked+about+and+practiced+as+if+it+is+a+hydra+dragon.+Every+time+you+think+you’ve+made+an…&url=https%3A%2F%2Fwww.deque.com%2Fblog%2Faccessibility-in-agile-transformational-practices%2F","0","Elements must have sufficient color contrast","Ensures the contrast between foreground and background colors meets WCAG 2 AA contrast ratio thresholds"
"axe","CHROME","https://twitter.com/intent/tweet/?text=In+a+lot+of+ways%2C+accessibility+is+talked+about+and+practiced+as+if+it+is+a+hydra+dragon.+Every+time+you+think+you’ve+made+an…&url=https%3A%2F%2Fwww.deque.com%2Fblog%2Faccessibility-in-agile-transformational-practices%2F","0","Zooming and scaling must not be disabled","Ensures <meta name=""viewport""> does not disable text scaling and zooming"
"axe","CHROME","https://twitter.com/intent/tweet/?text=In+a+lot+of+ways%2C+accessibility+is+talked+about+and+practiced+as+if+it+is+a+hydra+dragon.+Every+time+you+think+you’ve+made+an…&url=https%3A%2F%2Fwww.deque.com%2Fblog%2Faccessibility-in-agile-transformational-practices%2F","0","Page must contain a level-one heading","Ensure that the page, or at least one of its frames contains a level-one heading"
"axe","CHROME","https://twitter.com/intent/tweet/?text=In+a+lot+of+ways%2C+accessibility+is+talked+about+and+practiced+as+if+it+is+a+hydra+dragon.+Every+time+you+think+you’ve+made+an…&url=https%3A%2F%2Fwww.deque.com%2Fblog%2Faccessibility-in-agile-transformational-practices%2F","0","All page content must be contained by landmarks","Ensures all page content is contained by landmarks"
"axe","CHROME","http://scholarworks.csun.edu/bitstream/handle/10211.3/180118/ID-22-Morris-JTPD-2016.pdf?sequence=1","0","Documents must have <title> element to aid in navigation","Ensures each HTML document contains a non-empty <title> element"
"axe","CHROME","http://scholarworks.csun.edu/bitstream/handle/10211.3/180118/ID-22-Morris-JTPD-2016.pdf?sequence=1","0","<html> element must have a lang attribute","Ensures every HTML document has a lang attribute"
"axe","CHROME","http://scholarworks.csun.edu/bitstream/handle/10211.3/180118/ID-22-Morris-JTPD-2016.pdf?sequence=1","0","Page must have one main landmark","Ensures the page has only one main landmark and each iframe in the page has at most one main landmark"
"axe","CHROME","http://scholarworks.csun.edu/bitstream/handle/10211.3/180118/ID-22-Morris-JTPD-2016.pdf?sequence=1","0","Page must contain a level-one heading","Ensure that the page, or at least one of its frames contains a level-one heading"
"axe","CHROME","https://oag.ca.gov/system/files/attachments/press_releases/CCPA%20Fact%20Sheet%20%2800000002%29.pdf","0","Documents must have <title> element to aid in navigation","Ensures each HTML document contains a non-empty <title> element"
"axe","CHROME","https://oag.ca.gov/system/files/attachments/press_releases/CCPA%20Fact%20Sheet%20%2800000002%29.pdf","0","<html> element must have a lang attribute","Ensures every HTML document has a lang attribute"
"axe","CHROME","https://oag.ca.gov/system/files/attachments/press_releases/CCPA%20Fact%20Sheet%20%2800000002%29.pdf","0","Page must have one main landmark","Ensures the page has only one main landmark and each iframe in the page has at most one main landmark"
"axe","CHROME","https://oag.ca.gov/system/files/attachments/press_releases/CCPA%20Fact%20Sheet%20%2800000002%29.pdf","0","Page must contain a level-one heading","Ensure that the page, or at least one of its frames contains a level-one heading"
"axe","CHROME","https://github.com/dequelabs/axe-core","0","ARIA role must be appropriate for the element","Ensures role attribute has an appropriate value for the element"
"axe","CHROME","https://github.com/dequelabs/axe-core","0","Elements must have sufficient color contrast","Ensures the contrast between foreground and background colors meets WCAG 2 AA contrast ratio thresholds"
"axe","CHROME","https://github.com/dequelabs/axe-core","0","Heading levels should only increase by one","Ensures the order of headings is semantically correct"
"axe","CHROME","https://www.nielsen.com/wp-content/uploads/sites/3/2019/04/q3-2018-total-audience-report.pdf","0","Documents must have <title> element to aid in navigation","Ensures each HTML document contains a non-empty <title> element"
"axe","CHROME","https://www.nielsen.com/wp-content/uploads/sites/3/2019/04/q3-2018-total-audience-report.pdf","0","<html> element must have a lang attribute","Ensures every HTML document has a lang attribute"
"axe","CHROME","https://www.nielsen.com/wp-content/uploads/sites/3/2019/04/q3-2018-total-audience-report.pdf","0","Page must have one main landmark","Ensures the page has only one main landmark and each iframe in the page has at most one main landmark"
"axe","CHROME","https://www.nielsen.com/wp-content/uploads/sites/3/2019/04/q3-2018-total-audience-report.pdf","0","Page must contain a level-one heading","Ensure that the page, or at least one of its frames contains a level-one heading"
"axe","CHROME","https://www.census.gov/content/dam/Census/library/publications/2018/demo/p70-152.pdf","0","Documents must have <title> element to aid in navigation","Ensures each HTML document contains a non-empty <title> element"
"axe","CHROME","https://www.census.gov/content/dam/Census/library/publications/2018/demo/p70-152.pdf","0","<html> element must have a lang attribute","Ensures every HTML document has a lang attribute"
"axe","CHROME","https://www.census.gov/content/dam/Census/library/publications/2018/demo/p70-152.pdf","0","Page must have one main landmark","Ensures the page has only one main landmark and each iframe in the page has at most one main landmark"
"axe","CHROME","https://www.census.gov/content/dam/Census/library/publications/2018/demo/p70-152.pdf","0","Page must contain a level-one heading","Ensure that the page, or at least one of its frames contains a level-one heading"
"axe","CHROME","https://dusk.geo.orst.edu/ethics/papers/Kuniavsky_2003.pdf","0","Documents must have <title> element to aid in navigation","Ensures each HTML document contains a non-empty <title> element"
"axe","CHROME","https://dusk.geo.orst.edu/ethics/papers/Kuniavsky_2003.pdf","0","<html> element must have a lang attribute","Ensures every HTML document has a lang attribute"
"axe","CHROME","https://dusk.geo.orst.edu/ethics/papers/Kuniavsky_2003.pdf","0","Page must have one main landmark","Ensures the page has only one main landmark and each iframe in the page has at most one main landmark"
"axe","CHROME","https://dusk.geo.orst.edu/ethics/papers/Kuniavsky_2003.pdf","0","Page must contain a level-one heading","Ensure that the page, or at least one of its frames contains a level-one heading"
"axe","CHROME","https://www.deque.com/company/contact/","0","ARIA role must be appropriate for the element","Ensures role attribute has an appropriate value for the element"
"axe","CHROME","https://www.deque.com/company/contact/","0","Form elements must have labels","Ensures every form element has a label"
"axe","CHROME","https://www.deque.com/company/contact/","0","Page must not have more than one banner landmark","Ensures the page has at most one banner landmark"
"axe","CHROME","https://www.deque.com/company/contact/","0","The skip-link target should exist and be focusable","Ensure all skip links have a focusable target"
"axe","CHROME","http://ccftp.scu.edu.cn:8090/Download/efa2417b-08ba-438a-b814-92db3dde0eb6.pdf","0","Documents must have <title> element to aid in navigation","Ensures each HTML document contains a non-empty <title> element"
"axe","CHROME","http://ccftp.scu.edu.cn:8090/Download/efa2417b-08ba-438a-b814-92db3dde0eb6.pdf","0","<html> element must have a lang attribute","Ensures every HTML document has a lang attribute"
"axe","CHROME","http://ccftp.scu.edu.cn:8090/Download/efa2417b-08ba-438a-b814-92db3dde0eb6.pdf","0","Page must have one main landmark","Ensures the page has only one main landmark and each iframe in the page has at most one main landmark"
"axe","CHROME","http://ccftp.scu.edu.cn:8090/Download/efa2417b-08ba-438a-b814-92db3dde0eb6.pdf","0","Page must contain a level-one heading","Ensure that the page, or at least one of its frames contains a level-one heading"
"axe","CHROME","https://www.deque.com/ada-compliance/","0","ARIA role must be appropriate for the element","Ensures role attribute has an appropriate value for the element"
"axe","CHROME","https://www.deque.com/ada-compliance/","0","Form elements must have labels","Ensures every form element has a label"
"axe","CHROME","https://www.deque.com/ada-compliance/","0","The skip-link target should exist and be focusable","Ensure all skip links have a focusable target"
"axe","CHROME","https://accessibility.deque.com/website-accessibility-checklist-download","0","ARIA role must be appropriate for the element","Ensures role attribute has an appropriate value for the element"
"axe","CHROME","https://accessibility.deque.com/website-accessibility-checklist-download","0","Headings must not be empty","Ensures headings have discernible text"
"axe","CHROME","https://accessibility.deque.com/website-accessibility-checklist-download","0","Images must have alternate text","Ensures <img> elements have alternate text or a role of none or presentation"
"axe","CHROME","https://accessibility.deque.com/website-accessibility-checklist-download","0","Page must have one main landmark","Ensures the page has only one main landmark and each iframe in the page has at most one main landmark"
"axe","CHROME","https://accessibility.deque.com/website-accessibility-checklist-download","0","All page content must be contained by landmarks","Ensures all page content is contained by landmarks"
"axe","CHROME","https://accessibility.deque.com/accessibility-consultation","0","ARIA role must be appropriate for the element","Ensures role attribute has an appropriate value for the element"
"axe","CHROME","https://accessibility.deque.com/accessibility-consultation","0","Page must have one main landmark","Ensures the page has only one main landmark and each iframe in the page has at most one main landmark"
"axe","CHROME","https://accessibility.deque.com/accessibility-consultation","0","All page content must be contained by landmarks","Ensures all page content is contained by landmarks"
"axe","CHROME","https://obamawhitehouse.archives.gov/sites/default/files/omb/procurement/memo/strategic-plan-508-compliance.pdf","0","Documents must have <title> element to aid in navigation","Ensures each HTML document contains a non-empty <title> element"
"axe","CHROME","https://obamawhitehouse.archives.gov/sites/default/files/omb/procurement/memo/strategic-plan-508-compliance.pdf","0","<html> element must have a lang attribute","Ensures every HTML document has a lang attribute"
"axe","CHROME","https://obamawhitehouse.archives.gov/sites/default/files/omb/procurement/memo/strategic-plan-508-compliance.pdf","0","Page must have one main landmark","Ensures the page has only one main landmark and each iframe in the page has at most one main landmark"
"axe","CHROME","https://obamawhitehouse.archives.gov/sites/default/files/omb/procurement/memo/strategic-plan-508-compliance.pdf","0","Page must contain a level-one heading","Ensure that the page, or at least one of its frames contains a level-one heading"
"axe","CHROME","https://accessibility.deque.com/essential-guide-digital-accessibility","0","ARIA role must be appropriate for the element","Ensures role attribute has an appropriate value for the element"
"axe","CHROME","https://accessibility.deque.com/essential-guide-digital-accessibility","0","Heading levels should only increase by one","Ensures the order of headings is semantically correct"
"axe","CHROME","https://accessibility.deque.com/essential-guide-digital-accessibility","0","Page must have one main landmark","Ensures the page has only one main landmark and each iframe in the page has at most one main landmark"
"axe","CHROME","https://accessibility.deque.com/essential-guide-digital-accessibility","0","All page content must be contained by landmarks","Ensures all page content is contained by landmarks"
"axe","CHROME","https://chrome.google.com/webstore/detail/axe-web-accessibility-tes/lhdoppojpmngadmnindnejefpokejbdd?hl=en-US","0","ARIA role must be appropriate for the element","Ensures role attribute has an appropriate value for the element"
"axe","CHROME","https://chrome.google.com/webstore/detail/axe-web-accessibility-tes/lhdoppojpmngadmnindnejefpokejbdd?hl=en-US","0","ARIA attributes must conform to valid names","Ensures attributes that begin with aria- are valid ARIA attributes"
"axe","CHROME","https://chrome.google.com/webstore/detail/axe-web-accessibility-tes/lhdoppojpmngadmnindnejefpokejbdd?hl=en-US","0","Zooming and scaling must not be disabled","Ensures <meta name=""viewport""> does not disable text scaling and zooming"
"axe","CHROME","https://chrome.google.com/webstore/detail/axe-web-accessibility-tes/lhdoppojpmngadmnindnejefpokejbdd?hl=en-US","0","All page content must be contained by landmarks","Ensures all page content is contained by landmarks"
"axe","CHROME","https://globalaccessibilityawarenessday.org/joe_devon.php","0","ARIA role must be appropriate for the element","Ensures role attribute has an appropriate value for the element"
